63,,,Abaxis,"Piccolo Xpress","Kidney Check",," BUN, CRE, eGFR*","Abaxis Piccolo Kidney Check",Q-10053,199.000000,75.000000,Assessment,Chemistry,Active,"Abaxis Piccolo Kidney Check",200,"Piccolo Xpress","Kidney Check","Kidney Check"," BUN, CRE, eGFR*",Analyzer,analyzer,Disc,disc,"Disc drawer","disc drawer",,,Customizations,customizations,"Liquid control","liquid control","Liquid control","liquid control",iQC,iQC,"Calibration verification fluids","calibration verification fluids",,,"Test personnel","test personnel",,,,,,,0
64,,,Abaxis,"Piccolo Xpress","Hepatic Function",," ALB, ALP, ALT, AST, DBIL, TBIL, TP","Abaxis Piccolo Hepatic Function",Q-10054,199.000000,75.000000,Assessment,Chemistry,Active,"Abaxis Piccolo Hepatic Function",210,"Piccolo Xpress","Hepatic Function","Hepatic Function"," ALB, ALP, ALT, AST, DBIL, TBIL, TP",Analyzer,analyzer,Disc,disc,"Disc drawer","disc drawer",,,Customizations,customizations,"Liquid control","liquid control","Liquid control","liquid control",iQC,iQC,"Calibration verification fluids","calibration verification fluids",,,"Test personnel","test personnel",,,,,,,0
65,,,Abaxis,"Piccolo Xpress","BMP Plus",," BUN, Ca, CRE, eGFR*, GLU, Cl-, K+, Na+, tCO2, Mg, LDH","Abaxis Piccolo BMP Plus",Q-10055,199.000000,75.000000,Assessment,Chemistry,Active,"Abaxis Piccolo BMP Plus",220,"Piccolo Xpress","BMP Plus","BMP Plus"," BUN, Ca, CRE, eGFR*, GLU, Cl-, K+, Na+, tCO2, Mg, LDH",Analyzer,analyzer,Disc,disc,"Disc drawer","disc drawer",,,Customizations,customizations,"Liquid control","liquid control","Liquid control","liquid control",iQC,iQC,"Calibration verification fluids","calibration verification fluids",,,"Test personnel","test personnel",,,,,,,0
66,,,Abaxis,"Piccolo Xpress","MetLyte Plus CRP",," Cl-, K+, Na+, tCO2, BUN, CK, CRE, CRP, eGFR*, GLU","Abaxis Piccolo MetLyte Plus CRP",Q-10056,199.000000,75.000000,Assessment,Chemistry,Active,"Abaxis Piccolo MetLyte Plus CRP",230,"Piccolo Xpress","MetLyte Plus CRP","MetLyte Plus CRP"," Cl-, K+, Na+, tCO2, BUN, CK, CRE, CRP, eGFR*, GLU",Analyzer,analyzer,Disc,disc,"Disc drawer","disc drawer",,,Customizations,customizations,"Liquid control","liquid control","Liquid control","liquid control",iQC,iQC,"Calibration verification fluids","calibration verification fluids",,,"Test personnel","test personnel",,,,,,,0
67,,,Abaxis,"Piccolo Xpress","Biochemistry Plus",,"ALB, ALP, ALT, AMY, AST, BUN, Ca, CRE, CRP, eGFR*, GGT, GLU, TP, UA","Abaxis Piccolo Biochemistry Plus",Q-10057,199.000000,75.000000,Assessment,Chemistry,Active,"Abaxis Piccolo Biochemistry Plus",240,"Piccolo Xpress","Biochemistry Plus","Biochemistry Plus","ALB, ALP, ALT, AMY, AST, BUN, Ca, CRE, CRP, eGFR*, GGT, GLU, TP, UA",Analyzer,analyzer,Disc,disc,"Disc drawer","disc drawer",,,Customizations,customizations,"Liquid control","liquid control","Liquid control","liquid control",iQC,iQC,"Calibration verification fluids","calibration verification fluids",,,"Test personnel","test personnel",,,,,,,0
68,,,Abaxis,"Piccolo Xpress","MetLac 12",,"ALB, BUN, Ca, Cl-, CRE, eGFR*, GLU, K+, LAC, Mg, Na+,Phos, tCO2","Abaxis Piccolo MetLac 12",Q-10058,199.000000,75.000000,Assessment,Chemistry,Active,"Abaxis Piccolo MetLac 12",250,"Piccolo Xpress","MetLac 12","MetLac 12","ALB, BUN, Ca, Cl-, CRE, eGFR*, GLU, K+, LAC, Mg, Na+,Phos, tCO2",Analyzer,analyzer,Disc,disc,"Disc drawer","disc drawer",,,Customizations,customizations,"Liquid control","liquid control","Liquid control","liquid control",iQC,iQC,"Calibration verification fluids","calibration verification fluids",,,"Test personnel","test personnel",,,,,,,0
69,,,Siemens,"RAPIDPoint 400","Blood gas/electrolyte",,"pH, PCO2, pO2, Na, K, Ca, Cl, Glu, Hct","Siemens RAPIDPoint 400",Q-10059,199.000000,75.000000,Assessment,"Blood gas",,"Siemens RAPIDPoint 400",1310,"RAPIDPoint 400","Blood gas/electrolyte","blood gas/electrolyte","pH, PCO2, pO2, Na, K, Ca, Cl, Glu, Hct",Analyzer,analyzer,,,,,"Sample port","sample port",Customizations,customizations,"Ampuled QC","ampuled QC","Ampuled QC","ampuled QC",AQC,AQC,"Calibration Verification Material","Calibration Verification Material",,,"Test personnel","test personnel",,,,,,,0
70,,,Siemens,"RAPIDPoint 405","Blood gas/electrolyte",,"pH, PCO2, pO2, Na, K, Ca, Cl, Glu, Hct, tHb, HHb, O2Hb, COHb, MetHb, nBili","Siemens RAPIDPoint 405",Q-10060,199.000000,75.000000,Assessment,"Blood gas",,"Siemens RAPIDPoint 405",1320,"RAPIDPoint 405","Blood gas/electrolyte","blood gas/electrolyte","pH, PCO2, pO2, Na, K, Ca, Cl, Glu, Hct, tHb, HHb, O2Hb, COHb, MetHb, nBili",Analyzer,analyzer,,,,,"Sample port","sample port",Customizations,customizations,"Ampuled QC","ampuled QC","Ampuled QC","ampuled QC",AQC,AQC,"Calibration Verification Material","Calibration Verification Material",,,"Test personnel","test personnel",,,,,,,0
71,,,Siemens,"RAPIDPoint 500","Blood gas/electrolyte",,"pH, pO2, pCO2, Na, K, Ca, Cl, Glu, Lac, nBili,tHb, SO2, O2Hb, HHb, COHb, MetHb","Siemens RAPIDPoint 500",Q-10061,199.000000,75.000000,Assessment,"Blood gas",Active,"Siemens RAPIDPoint 500",1330,"RAPIDPoint 500","Blood gas/electrolyte","blood gas/electrolyte","pH, pO2, pCO2, Na, K, Ca, Cl, Glu, Lac, nBili,tHb, SO2, O2Hb, HHb, COHb, MetHb",Analyzer,analyzer,,,,,"Sample port","sample port",Customizations,customizations,"Ampuled QC","ampuled QC","Ampuled QC","ampuled QC",AQC,AQC,"Calibration Verification Material","Calibration Verification Material",,,"Test personnel","test personnel",,,,,,,0
72,,,Siemens,"RAPIDLab 1200 Series","Blood gas/electrolyte",,"pH, pCO2, pO2, Na, K, Ca, Cl, Glu, Lac, nBili, tHb, HHb, O2Hb, sO2, COHb, MetHb","Siemens RAPIDLab 1200 Series",Q-10062,199.000000,75.000000,Assessment,"Blood gas",Active,"Siemens RAPIDLab 1200 Series",1340,"RAPIDLab 1200 Series","Blood gas/electrolyte","blood gas/electrolyte","pH, pCO2, pO2, Na, K, Ca, Cl, Glu, Lac, nBili, tHb, HHb, O2Hb, sO2, COHb, MetHb",Analyzer,analyzer,,,,,"Sample port","sample port",Customizations,customizations,"Ampuled QC","ampuled QC","Ampuled QC","ampuled QC",AQC,AQC,"Calibration Verification Material","Calibration Verification Material",,,"Test personnel","test personnel",,,,,,,0
73,,,Siemens,"DCA Vantage®",A1c,,"HbA1c ","Siemens DCA Vantage®",Q-10063,199.000000,75.000000,Assessment,Chemistry,Active,"Siemens DCA Vantage®",1350,"DCA Vantage®",A1c,A1c,"HbA1c ",Analyzer,analyzer,Cartridge,cartridge,"Sample port","sample port",,,Customizations,customizations,"Liquid control","liquid control","Liquid control","liquid control",,,"Calibration card verification fluids","calibration card verification fluids",,,"Test personnel","test personnel",,,,,,,0
74,,,Medtronic,"ACT II",,,"Activated clotting time","Medtronic ACT II",Q-10064,199.000000,75.000000,Assessment,Coagulation,Active,"Medtronic ACT II",890,"ACT II",,"activated clotting time","Activated clotting time",siesuki,analyzer,Tube,tube,"Sample port","sample port",,,Customizations,customizations,"Liquid control","liquid control","Liquid control","liquid control",,,,,,,"Test personnel","test personnel",,,,,,,0
75,,,Medtronic,"ACT Plus",,,"Activated clotting time","Medtronic ACT Plus",Q-10065,199.000000,75.000000,Assessment,Coagulation,Active,"Medtronic ACT Plus",900,"ACT Plus",,"activated clotting time","Activated clotting time",Analyzer,analyzer,Tube,tube,"Sample port","sample port",,,Customizations,customizations,"Liquid control","liquid control","Liquid control","liquid control",,,,,,,"Test personnel","test personnel",,,,,,,0
76,,,Quidel,"Triage MeterPro",cTnI/CK-MB/Myo,,"Myo, CK-MB, cTnI","Quidel Triage cTnI/CK-MB/Myo",Q-10066,199.000000,75.000000,Assessment,"Cardiac Markers",Active,"Quidel Triage cTnI/CK-MB/Myo",480,"Triage MeterPro",cTnI/CK-MB/Myo,"""""""""""""""""""""""""""""""Cardiac Panel (Myo, CK-MB, cTnI)""""""""""""""""""""""""""""""","Myo, CK-MB, cTnI",Analyzer,analyzer,Cartridge,cartridge,"Sample port","sample port",,,Customizations,customizations,"Liquid control","liquid control","Triage QC Device","Triage QC Device",,,"Calibration verification fluids","calibration verification fluids",,,"Test personnel","test personnel",,,,,,,0
77,,,Quidel,"Triage MeterPro",CK-MB/cTnI,,"CK-MB, cTnI","Quidel Triage CK-MB/cTnI",Q-10067,199.000000,75.000000,Assessment,"Cardiac Markers",,"Quidel Triage CK-MB/cTnI",490,"Triage MeterPro",CK-MB/cTnI,"Cardiac Panel (CK-MB and Troponin)","CK-MB, cTnI",Analyzer,analyzer,Cartridge,cartridge,"Sample port","sample port",,,Customizations,customizations,"Liquid control","liquid control","Triage QC Device","Triage QC Device",,,"Calibration verification fluids","calibration verification fluids",,,"Test personnel","test personnel",,,,,,,0
78,,,Quidel,"Triage MeterPro",cTnI,,cTnI,"Quidel Triage cTnI",Q-10068,199.000000,75.000000,Assessment,"Cardiac Markers",,"Quidel Triage cTnI",500,"Triage MeterPro",cTnI,"Cardiac Panel (cTnI)",cTnI,Analyzer,analyzer,Cartridge,cartridge,"Sample port","sample port",,,Customizations,customizations,"Liquid control","liquid control","Triage QC Device","Triage QC Device",,,"Calibration verification fluids","calibration verification fluids",,,"Test personnel","test personnel",Calibrator,calibrator,,,,,0
79,,,Quidel,"Triage MeterPro","BNP Whole blood",,BNP,"Quidel Triage BNP",Q-10069,199.000000,75.000000,Assessment,"Cardiac Markers",Active,"Quidel Triage BNP",510,"Triage MeterPro","BNP Whole blood",BNP,BNP,Analyzer,analyzer,Cartridge,cartridge,"Sample port","sample port",,,Customizations,customizations,"Liquid control","liquid control","Triage QC Device","Triage QC Device",,,"Calibration verification fluids","calibration verification fluids",,,"Test personnel","test personnel",Calibrator,calibrator,,,,,0
80,,,Quidel,"Triage MeterPro",D-dimer,,D-dimer,"Quidel Triage D-dimer",Q-10070,199.000000,75.000000,Assessment,Coagulation,Active,"Quidel Triage D-dimer",520,"Triage MeterPro",D-dimer,D-dimer,D-dimer,Analyzer,analyzer,Cartridge,cartridge,"Sample port","sample port",,,Customizations,customizations,"Liquid control","liquid control","Triage QC Device","Triage QC Device",,,"Calibration verification fluids","calibration verification fluids",,,"Test personnel","test personnel",Calibrator,calibrator,,,,,0
81,,,Quidel,"Triage MeterPro","TOX DS",,"APAP, AMP, mAMP, BAR, BZO, COC, MTD, OPI, PCP, THC, TCA","Quidel Triage TOX DS",Q-10071,199.000000,75.000000,Assessment,Toxicology,,"Quidel Triage TOX DS",530,"Triage MeterPro","TOX DS","TOX DS","APAP, AMP, mAMP, BAR, BZO, COC, MTD, OPI, PCP, THC, TCA",Analyzer,analyzer,Cartridge,cartridge,"Sample port","sample port",,,Customizations,customizations,"Liquid control","liquid control","Triage QC Device","Triage QC Device",,,"Calibration verification fluids","calibration verification fluids",,,"Test personnel","test personnel",,,,,,,0
82,,,Quidel,"Triage MeterPro","TOX DS-10",,"AMP, mAMP, BAR, BZO, COC, MTD, OPI, PCP, THC, TCA","Quidel Triage TOX DS-10",Q-10072,199.000000,75.000000,Assessment,Toxicology,,"Quidel Triage TOX DS-10",540,"Triage MeterPro","TOX DS-10","TOX DS-10","AMP, mAMP, BAR, BZO, COC, MTD, OPI, PCP, THC, TCA",Analyzer,analyzer,Cartridge,cartridge,"Sample port","sample port",,,Customizations,customizations,"Liquid control","liquid control","Triage QC Device","Triage QC Device",,,"Calibration verification fluids","calibration verification fluids",,,"Test personnel","test personnel",,,,,,,0
83,,,Quidel,"Triage MeterPro","TOX DS-9",,"AMP, mAMP, BAR, BZO, COC, OPI, PCP, THC, TCA","Quidel Triage TOX DS-9",Q-10073,199.000000,75.000000,Assessment,Toxicology,Active,"Quidel Triage TOX DS-9",550,"Triage MeterPro","TOX DS-9","TOX DS-9","AMP, mAMP, BAR, BZO, COC, OPI, PCP, THC, TCA",Analyzer,analyzer,Cartridge,cartridge,"Sample port","sample port",,,Customizations,customizations,"Liquid control","liquid control","Triage QC Device","Triage QC Device",,,"Calibration verification fluids","calibration verification fluids",,,"Test personnel","test personnel",,,,,,,0
84,,,LifeHealth,"IRMA TruPoint","Blood Gas",,"pH, PCO2, pO2","LifeHealth IRMA BG",Q-10074,199.000000,75.000000,Assessment,"Blood gas",Active,"LifeHealth IRMA BG",820,"IRMA TruPoint","Blood Gas",BG,"pH, PCO2, pO2",Analyzer,analyzer,Cartridge,cartridge,"Sample port","sample port",,,Customizations,customizations,"Liquid control","liquid control","Liquid control","liquid control","Internal controls","Internal controls","Calibration verification fluids","calibration verification fluids",,,"Test personnel","test personnel",,,,,,,0
85,,,LifeHealth,"IRMA TruPoint",H3,,"Na, K, iCa, Hct","LifeHealthIRMA H3",Q-10075,199.000000,75.000000,Assessment,Chemistry,Active,"LifeHealthIRMA H3",830,"IRMA TruPoint",H3,H3,"Na, K, iCa, Hct",Analyzer,analyzer,Cartridge,cartridge,"Sample port","sample port",,,Customizations,customizations,"Liquid control","liquid control","Liquid control","liquid control","Internal controls","Internal controls","Calibration verification fluids","calibration verification fluids",,,"Test personnel","test personnel",,,,,,,0
86,,,LifeHealth,"IRMA TruPoint",CC,,"pH, pCO2,pO2, Na, K, iCa, Hct","LifeHealth IRMA CC",Q-10076,199.000000,75.000000,Assessment,"Blood gas",Active,"LifeHealth IRMA CC",840,"IRMA TruPoint",CC,CC,"pH, pCO2,pO2, Na, K, iCa, Hct",Analyzer,analyzer,Cartridge,cartridge,"Sample port","sample port",,,Customizations,customizations,"Liquid control","liquid control","Liquid control","liquid control","Internal controls","Internal controls","Calibration verification fluids","calibration verification fluids",,,"Test personnel","test personnel",,,,,,,0
87,,,LifeHealth,"IRMA TruPoint",H4,,"Na, K, Cl, BUN, Hct","LifeHealth IRMA H4",Q-10077,199.000000,75.000000,Assessment,Chemistry,Active,"LifeHealth IRMA H4",850,"IRMA TruPoint",H4,H4,"Na, K, Cl, BUN, Hct",Analyzer,analyzer,Cartridge,cartridge,"Sample port","sample port",,,Customizations,customizations,"Liquid control","liquid control","Liquid control","liquid control","Internal controls","Internal controls","Calibration verification fluids","calibration verification fluids",,,"Test personnel","test personnel",,,,,,,0
88,,,LifeHealth,"IRMA TruPoint",GL,,"Na, K, Cl, Glu","LifeHealth IRMA GL",Q-10078,199.000000,75.000000,Assessment,Chemistry,Active,"LifeHealth IRMA GL",860,"IRMA TruPoint",GL,GL,"Na, K, Cl, Glu",Analyzer,analyzer,Cartridge,cartridge,"Sample port","sample port",,,Customizations,customizations,"Liquid control","liquid control","Liquid control","liquid control","Internal controls","Internal controls","Calibration verification fluids","calibration verification fluids",,,"Test personnel","test personnel",,,,,,,0
89,,,LifeHealth,"IRMA TruPoint",CR,,Creatinine,"LifeHealth IRMA CR",Q-10079,199.000000,75.000000,Assessment,Chemistry,Active,"LifeHealth IRMA CR",870,"IRMA TruPoint",CR,CR,Creatinine,Analyzer,analyzer,Cartridge,cartridge,"Sample port","sample port",,,Customizations,customizations,"Liquid control","liquid control","Liquid control","liquid control","Internal controls","Internal controls","Calibration verification fluids","calibration verification fluids",,,"Test personnel","test personnel",,,,,,,0
90,,,LifeHealth,"IRMA TruPoint",LA,,Lactate,"LifeHealth IRMA LA",Q-10080,199.000000,75.000000,Assessment,Chemistry,Active,"LifeHealth IRMA LA",880,"IRMA TruPoint",LA,LA,Lactate,Analyzer,analyzer,Cartridge,cartridge,"Sample port","sample port",,,Customizations,customizations,"Liquid control","liquid control","Liquid control","liquid control","Internal controls","Internal controls","Calibration verification fluids","calibration verification fluids",,,"Test personnel","test personnel",,,,,,,0
91,,,Werfen,"GEM 3000","Blood Gas/Electrolyte/Glu",,"pH, Ca++, PCO2, Glu, PO2, Lac, Na+, Hct, K+","Werfen GEM 3000",Q-10081,199.000000,75.000000,Assessment,"Blood gas",,"Werfen GEM 3000",730,"GEM 3000","Blood Gas/Electrolyte/Glu","blood gas/electrolyte/Glu","pH, Ca++, PCO2, Glu, PO2, Lac, Na+, Hct, K+",Analyzer,analyzer,,,,,"Sample port","sample port",Customizations,customizations,"Liquid control","liquid control","Liquid control","liquid control",,,"Calibration verification fluids","calibration verification fluids",,,"Test personnel","test personnel",,,,,,,0
92,,,Werfen,"GEM 3500","calibration verification fluids",,"pH, Ca++, PCO2, PO2, Glu, Lac, Na+, Hct, K+","Werfen GEM 3500",Q-10082,199.000000,75.000000,Assessment,"Blood gas",Active,"Werfen GEM 3500",740,"GEM 3500",,"blood gas/electrolyte","pH, Ca++, PCO2, PO2, Glu, Lac, Na+, Hct, K+","GEM® 3500","GEM® 3500",,,,,"Sample port","sample port",Customizations,customizations,"Liquid control","liquid control","Liquid control","liquid control","Blood gas control","blood gas control","Calibration verification fluids","calibration verification fluids",,,"Test personnel","test personnel",,,,,,,0
93,,,Werfen,"GEM 4000","calibration verification fluids",,"pH, PCO2, PO2, Na+, K+, Ca++, Cl-, Glu, Lac, Hct, tHb, O2Hb, COHb, MetHb, HHb, TBili
","Werfen GEM 4000",Q-10083,199.000000,75.000000,Assessment,"Blood gas",Active,"Werfen GEM 4000",750,"GEM 4000",,"blood gas/electrolyte","pH, PCO2, PO2, Na+, K+, Ca++, Cl-, Glu, Lac, Hct, tHb, O2Hb, COHb, MetHb, HHb, TBili
","GEM® 4000","GEM® 4000",,,,,"Sample port","sample port",Customizations,customizations,"Liquid control","liquid control","Liquid control","liquid control","Blood gas control","blood gas control","Calibration verification fluids","calibration verification fluids",,,"Test personnel","test personnel",,,,,,,0
94,,,Werfen,"GEM OPL",CO-Ox,,"tHb, O2Hb, COHb, MetHb, sO2, O2Ct and O2Cap","Werfen GEM OPL",Q-10084,199.000000,75.000000,Assessment,"Blood gas",,"Werfen GEM OPL",760,"GEM OPL",CO-Ox,CO-Ox,"tHb, O2Hb, COHb, MetHb, sO2, O2Ct and O2Cap",Analyzer,analyzer,,,,,"Sample port","sample port",Customizations,customizations,"Liquid control","liquid control","Liquid control","liquid control",,,"Calibration verification fluids","calibration verification fluids",,,"Test personnel","test personnel",,,,,,,0
95,,,Werfen,"PCL Plus",PT,,PT,"Werfen GEM PCL Plus PT",Q-10085,199.000000,75.000000,Assessment,Coagulation,,"Werfen GEM PCL Plus PT",770,"PCL Plus",PT,PT,PT,Analyzer,analyzer,Cuvette,cuvette,"Sample port","sample port",,,Customizations,customizations,"Liquid control","liquid control","Liquid control","liquid control",,,,,,,"Test personnel","test personnel",,,,,,,0
96,,,Werfen,"PCL Plus",aPTT,,aPTT,"Werfen GEM PCL Plus APTT",Q-10086,199.000000,75.000000,Assessment,Coagulation,,"Werfen GEM PCL Plus APTT",780,"PCL Plus",aPTT,aPTT,aPTT,Analyzer,analyzer,Cuvette,cuvette,"Sample port","sample port",,,Customizations,customizations,"Liquid control","liquid control","Liquid control","liquid control",,,,,,,"Test personnel","test personnel",,,,,,,0
97,,,Werfen,"PCL Plus",ACT-LR,,ACT-LR,"Werfen GEM PCL Plus ACT-LR",Q-10087,199.000000,75.000000,Assessment,Coagulation,,"Werfen GEM PCL Plus ACT-LR",790,"PCL Plus",ACT-LR,ACT-LR,ACT-LR,Analyzer,analyzer,Cuvette,cuvette,"Sample port","sample port",,,Customizations,customizations,"Liquid control","liquid control","Liquid control","liquid control",,,,,,,"Test personnel","test personnel",,,,,,,0
98,,,Werfen,"PCL Plus",ACT,,ACT,"Werfen GEM PCL Plus ACT",Q-10088,199.000000,75.000000,Assessment,Coagulation,,"Werfen GEM PCL Plus ACT",800,"PCL Plus",ACT,ACT,ACT,Analyzer,analyzer,Cuvette,cuvette,"Sample port","sample port",,,Customizations,customizations,"Liquid control","liquid control","Liquid control","liquid control",,,,,,,"Test personnel","test personnel",,,,,,,0
99,,,Werfen,"PCL Plus","Citrate PT",,"Citrate PT","Werfen  GEM PCL Plus Citrate PT",Q-10089,199.000000,75.000000,Assessment,Coagulation,,"Werfen  GEM PCL Plus Citrate PT",810,"PCL Plus","Citrate PT","Citrate PT","Citrate PT",Analyzer,analyzer,Cuvette,cuvette,"Sample port","sample port",,,Customizations,customizations,"Liquid control","liquid control","Liquid control","liquid control",,,,,,,"Test personnel","test personnel",,,,,,,0
100,,,Radiometer,"ABL90 FLEX","Blood Gas/electrolyte/metab/CO-Ox",,"pH | PCO2 | PO2 | sO2 | ctHb | FO2Hb | FCOHb | FMetHb | FHHb | FHbF | cK+ | cNa+ | cCa2+| cCl- | cGlu | cLac","Radiometer ABL90 FLEX",Q-10090,199.000000,75.000000,Assessment,"Blood gas",Active,"Radiometer ABL90 FLEX",1100,"ABL90 FLEX","Blood Gas/electrolyte/metab/CO-Ox","blood gas/electrolyte/CO-Ox","pH | PCO2 | PO2 | sO2 | ctHb | FO2Hb | FCOHb | FMetHb | FHHb | FHbF | cK+ | cNa+ | cCa2+| cCl- | cGlu | cLac",Analyzer,analyzer,,,,,"Sample port","sample port",Customizations,customizations,"Liquid control","liquid control","Liquid control","liquid control",,,"Calibration verification fluids","calibration verification fluids",,,"Test personnel","test personnel",,,,,,,0
101,,,Radiometer,"ABL800 FLEX","Blood Gas/electrolyte/metab/CO-Ox",,"pH | pCO2 | pO2 | sO2 | ctHb | FO2Hb | FCOHb | FMetHb | FHHb | FHbF | cK+ | cNa+ | cCa2+ | cCl- | cGlu | cLac | cCrea","Radiometer ABL800 FLEX",Q-10091,199.000000,75.000000,Assessment,"Blood gas",Active,"Radiometer ABL800 FLEX",1110,"ABL800 FLEX","Blood Gas/electrolyte/metab/CO-Ox","blood gas/electrolyte/CO-Ox","pH | pCO2 | pO2 | sO2 | ctHb | FO2Hb | FCOHb | FMetHb | FHHb | FHbF | cK+ | cNa+ | cCa2+ | cCl- | cGlu | cLac | cCrea",Analyzer,analyzer,,,,,"Sample port","sample port",Customizations,customizations,"Liquid control","liquid control","Liquid control","liquid control","Internal Controls","internal controls","Calibration verification fluids","calibration verification fluids",,,"Test personnel","test personnel",,,,,,,0
102,,,Radiometer,"ABL80 FLEX CO-OX","calibration verification fluids",,"pH | pCO2 | pO2 | sO2 | ctHb | FO2Hb | FCOHb | FMetHb | FHHb | cK+ | cNa+ | cCa2+| cCl- | cGlu","Radiometer ABL80 FLEX Co-ox",Q-10092,199.000000,75.000000,Assessment,"Blood gas",,"Radiometer ABL80 FLEX Co-ox",1120,"ABL80 FLEX CO-OX",,"blood gas/electrolyte/CO-Ox","pH | pCO2 | pO2 | sO2 | ctHb | FO2Hb | FCOHb | FMetHb | FHHb | cK+ | cNa+ | cCa2+| cCl- | cGlu",Analyzer,analyzer,,,,,"Sample port","sample port",Customizations,customizations,"Liquid control","liquid control","Liquid control","liquid control",,,"Calibration verification fluids","calibration verification fluids",,,"Test personnel","test personnel",,,,,,,0
103,,,Radiometer,"ABL80 FLEX CO-OX OSM","calibration verification fluids",,"pH | pCO2 | pO2 | sO2 | ctHb | FO2Hb | FCOHb | FMetHb | FHHb | cK+ | cNa+ | cCa2+ | cCl- | cGlu","Radiometer ABL80 FLEX Co-ox OSM",Q-10093,199.000000,75.000000,Assessment,"Blood gas",,"Radiometer ABL80 FLEX Co-ox OSM",1130,"ABL80 FLEX CO-OX OSM",,"blood gas/electrolyte/CO-Ox","pH | pCO2 | pO2 | sO2 | ctHb | FO2Hb | FCOHb | FMetHb | FHHb | cK+ | cNa+ | cCa2+ | cCl- | cGlu",Analyzer,analyzer,,,,,"Sample port","sample port",Customizations,customizations,"Liquid control","liquid control","Liquid control","liquid control",,,"Calibration verification fluids","calibration verification fluids",,,"Test personnel","test personnel",,,,,,,0
104,,,Radiometer,"ABL80 FLEX","Blood Gas/electrolyte/metab/Hct",,"pH | pCO2 | pO2 | Hct | cK+ | cNa+ | cCa2+ | cCl- | cGlu","Radiometer ABL80 FLEX",Q-10094,199.000000,75.000000,Assessment,"Blood gas",,"Radiometer ABL80 FLEX",1140,"ABL80 FLEX","Blood Gas/electrolyte/metab/Hct","blood gas/electrolyte/Hct","pH | pCO2 | pO2 | Hct | cK+ | cNa+ | cCa2+ | cCl- | cGlu",Analyzer,analyzer,,,,,"Sample port","sample port",Customizations,customizations,"Liquid control","liquid control","Liquid control","liquid control",,,"Calibration verification fluids","calibration verification fluids",,,"Test personnel","test personnel",,,,,,,0
105,,,"Nova Biomedical","STAT Profile Prime","Blood Gas/electrolyte/metab/Hct",,"pH, PCO2, PO2, Na, K, Cl, iCa, Glu, Lac, Hct","Nova STAT Profile Prime",Q-10095,199.000000,75.000000,Assessment,"Blood gas",Active,"Nova STAT Profile Prime",910,"STAT Profile Prime","Blood Gas/electrolyte/metab/Hct","blood gas/electrolyte","pH, PCO2, PO2, Na, K, Cl, iCa, Glu, Lac, Hct",Analyzer,analyzer,,,,,"Sample port","sample port",Customizations,customizations,"Liquid control","liquid control","Liquid control","liquid control","Internal Controls","internal controls","Calibration verification fluids","calibration verification fluids",,,"Test personnel","test personnel",,,,,,,0
106,,,"Nova Biomedical","STAT Profile Prime Electrolyte","calibration verification fluids",,"Na, K, Cl, iCa, iMg Na, K, Cl","Nova STAT Profile Prime Electrolyte",Q-10096,199.000000,75.000000,Assessment,Chemistry,Active,"Nova STAT Profile Prime Electrolyte",920,"STAT Profile Prime Electrolyte",,electrolyte,"Na, K, Cl, iCa, iMg Na, K, Cl",Analyzer,analyzer,,,,,"Sample port","sample port",Customizations,customizations,"Liquid control","liquid control","Liquid control","liquid control","Internal Controls","internal controls","Calibration verification fluids","calibration verification fluids",,,"Test personnel","test personnel",,,,,,,0
107,,,"Nova Biomedical","pHOx Ultra","calibration verification fluids",,"pH, PCO2, PO2, SO2%, Na+, K+, Ca++, Mg++, Cl-, Glucose, BUN/Urea, Creatinine, Lactate, Hct, Hb, O2Hb, HHb, COHb, MetHb, tBil","Nova pHOx Ultra",Q-10097,199.000000,75.000000,Assessment,"Blood gas",Active,"Nova pHOx Ultra",930,"pHOx Ultra",,"blood gas/Electrolyte/Metabolite","pH, PCO2, PO2, SO2%, Na+, K+, Ca++, Mg++, Cl-, Glucose, BUN/Urea, Creatinine, Lactate, Hct, Hb, O2Hb, HHb, COHb, MetHb, tBil",Analyzer,analyzer,,,,,"Sample port","sample port",Customizations,customizations,"Liquid control","liquid control","Liquid control","liquid control",,,"Calibration verification fluids","calibration verification fluids",,,"Test personnel","test personnel",,,,,,,0
108,,,"Nova Biomedical","pHOx Plus","calibration verification fluids",,"pH, PCO2, PO2, SO2%, Hct, Hb, Na, K, Glu, Ca, Cl","Nova pHOx Plus",Q-10098,199.000000,75.000000,Assessment,"Blood gas",Active,"Nova pHOx Plus",940,"pHOx Plus",,"blood gas/electrolyte/Hct","pH, PCO2, PO2, SO2%, Hct, Hb, Na, K, Glu, Ca, Cl",Analyzer,analyzer,,,,,"Sample port","sample port",Customizations,customizations,"Liquid control","liquid control","Liquid control","liquid control",,,"Calibration verification fluids","calibration verification fluids",,,"Test personnel","test personnel",,,,,,,0
